ID,SampleID,Trip Number,ObsSex,OtolithObs,OtolithMounted,OtoAge,Length,Lat,Long,DatasheetType,PrivateData
6661,20-SS-HS-HYP 735,IndustrySurvey,1,TRUE,TRUE,8,120,42.802,-50.49317,2020_HalibutSurvey,TRUE
6671,20-SS-HS-HYP 753,IndustrySurvey,1,TRUE,TRUE,7,110,42.842,-50.51517,2020_HalibutSurvey,TRUE
6672,20-SS-HS-HYP 754,IndustrySurvey,1,TRUE,TRUE,9,116,42.842,-50.51517,2020_HalibutSurvey,TRUE
6673,20-SS-HS-HYP 755,IndustrySurvey,1,TRUE,TRUE,13,114,42.842,-50.51517,2020_HalibutSurvey,TRUE
6674,20-SS-HS-HYP 756,IndustrySurvey,2,TRUE,TRUE,9,114,42.842,-50.51517,2020_HalibutSurvey,TRUE
6675,20-SS-HS-HYP 757,IndustrySurvey,2,TRUE,TRUE,10,128,42.842,-50.51517,2020_HalibutSurvey,TRUE
6676,20-SS-HS-HYP 758,IndustrySurvey,2,TRUE,TRUE,9,134,42.842,-50.51517,2020_HalibutSurvey,TRUE
6685,20-SS-HS-HYP 767,IndustrySurvey,2,TRUE,TRUE,7,115,42.93167,-50.8085,2020_HalibutSurvey,TRUE
6713,20-SS-HS-HYP 795,IndustrySurvey,1,TRUE,TRUE,10,116,42.9,-50.625,2020_HalibutSurvey,TRUE
6772,20-SS-HS-HYP 936,IndustrySurvey,1,TRUE,TRUE,7,107,42.63183,-65.52867,2020_HalibutSurvey,TRUE
6891,20-SS-HS-HYP 1157,IndustrySurvey,1,TRUE,TRUE,10,116,42.8675,-50.142,2020_HalibutSurvey,TRUE
6909,20-SS-HS-HYP 1175,IndustrySurvey,1,TRUE,TRUE,9,110,42.87967,-50.14933,2020_HalibutSurvey,TRUE
6933,20-SS-HS-HYP 1199,IndustrySurvey,2,TRUE,TRUE,7,90,42.84867,-50.147,2020_HalibutSurvey,TRUE
6945,20-SS-HS-HYP 1211,IndustrySurvey,1,TRUE,TRUE,11,114,42.88617,-50.14617,2020_HalibutSurvey,TRUE
